J,K,N,seed,avg_runtime,prop_identifiable,prop_non_identifiable,total_time,count_direct_flag,prop_direct_flag,count_brute_flag,prop_brute_flag,count_generator_empty,prop_generator_empty
20,4,10,222,0.008237814903259278,1.0,0.0,0.08237814903259277,2,0.2,8,0.8,10,1.0
20,4,10,220,0.01799309253692627,0.8,0.2,0.1799309253692627,1,0.1,7,0.7,8,0.8,2,0.2
20,4,10,218,0.02199544906616211,0.9,0.1,0.2199544906616211,3,0.3,6,0.6,9,0.9,1,0.1
20,4,10,217,0.03346092700958252,1.0,0.0,0.3346092700958252,3,0.3,7,0.7,10,1.0
20,4,10,223,0.03837819099426269,1.0,0.0,0.38378190994262695,3,0.3,7,0.7,10,1.0
20,4,10,224,0.06364750862121582,1.0,0.0,0.6364750862121582,1,0.1,9,0.9,10,1.0
20,4,10,219,0.14949390888214112,1.0,0.0,1.4949390888214111,0,0.0,10,1.0,10,1.0
20,4,10,226,0.1522756814956665,1.0,0.0,1.522756814956665,2,0.2,8,0.8,10,1.0
20,4,10,225,0.26190891265869143,1.0,0.0,2.619089126586914,3,0.3,7,0.7,10,1.0
20,4,10,235,0.01885991096496582,0.8,0.2,0.1885991096496582,3,0.3,5,0.5,8,0.8,2,0.2
20,4,10,230,0.025444507598876953,1.0,0.0,0.25444507598876953,4,0.4,6,0.6,10,1.0
20,4,10,231,0.026465463638305663,1.0,0.0,0.26465463638305664,1,0.1,9,0.9,10,1.0
20,4,10,229,0.030592632293701173,1.0,0.0,0.3059263229370117,2,0.2,8,0.8,10,1.0
20,4,10,236,0.006994819641113282,1.0,0.0,0.06994819641113281,4,0.4,6,0.6,10,1.0
20,4,10,234,0.014570999145507812,0.9,0.1,0.14570999145507812,3,0.3,6,0.6,9,0.9,1,0.1
20,4,10,232,0.03350851535797119,1.0,0.0,0.3350851535797119,2,0.2,8,0.8,10,1.0
20,4,10,233,0.1432767391204834,1.0,0.0,1.432767391204834,5,0.5,5,0.5,10,1.0
20,4,10,228,0.29338390827178956,1.0,0.0,2.9338390827178955,4,0.4,6,0.6,10,1.0
20,4,10,227,0.7614412784576416,1.0,0.0,7.614412784576416,2,0.2,8,0.8,10,1.0
20,4,10,237,0.008127737045288085,0.9,0.1,0.08127737045288086,2,0.2,7,0.7,9,0.9,1,0.1
20,4,10,242,0.00804729461669922,0.8,0.2,0.08047294616699219,4,0.4,4,0.4,8,0.8,2,0.2
20,4,10,238,0.016437792778015138,0.9,0.1,0.16437792778015137,0,0.0,9,0.9,9,0.9,1,0.1
20,4,10,239,0.016475939750671388,1.0,0.0,0.16475939750671387,4,0.4,6,0.6,10,1.0
20,4,10,240,0.030898666381835936,1.0,0.0,0.3089866638183594,2,0.2,8,0.8,10,1.0
20,4,10,244,0.15199244022369385,1.0,0.0,1.5199244022369385,3,0.3,7,0.7,10,1.0
